,channel,title,description,pub_date,mp3_url,article_url
3231701,Kama Miku,【38】作業用かまみく「みくのしんはうんこをくっている」,無駄にした時間を取り戻せるかもしれない1時間のラジオです,2021-12-17,https://omocoro.heteml.net/radio/kamamicu/ks38/ks38.mp3,https://omocoro.jp/radio/323170/
3247571,Kama Miku,【38】作業用かまみく「みんなのはかいこうせん」,うんこを拭くために使える1時間以上のラジオです,2021-12-24,https://omocoro.heteml.net/radio/kamamicu/ks39/ks39.mp3,https://omocoro.jp/radio/324757/
3257401,Kama Miku,【40】作業用かまみく「ジョジョで口をイーッってしてるスタンド総選挙」,無駄にした時間を取り戻すために聞く1時間48分のラジオです,2021-12-31,https://omocoro.heteml.net/radio/kamamicu/ks40/ks40.mp3,https://omocoro.jp/radio/325740/
3262021,Kama Miku,【41】作業用かまみく「20年ぶりにポケモンをやった男」,お正月気分を引きずった1時間以上のラジオです,2022-01-07,https://omocoro.heteml.net/radio/kamamicu/ks41/ks41.mp3,https://omocoro.jp/radio/326202/
3271531,Kama Miku,【42】作業用かまみく「新年！爆笑下ネタしりとり」,痔の手術に耐えられるかもしれない1時間以上のラジオです,2022-01-14,https://omocoro.heteml.net/radio/kamamicu/ks42/ks42.mp3,https://omocoro.jp/radio/327153/
3278121,Kama Miku,【43】作業用かまみく「自分専用のバトルBGMがほしい」,受験のお供に使えるかもしれない1時間半くらいのラジオです,2022-01-21,https://omocoro.heteml.net/radio/kamamicu/ks43/ks43.mp3,https://omocoro.jp/radio/327812/
3284191,Kama Miku,【44】作業用かまみく「ダンダダンに出たいから俺が都市伝説になる」,料理の後片付けのお供に使えるかもしれない1時間半くらいのラジオです,2022-01-28,https://omocoro.heteml.net/radio/kamamicu/ks44/ks44.mp3,https://omocoro.jp/radio/328419/
3291971,Kama Miku,【45】作業用かまみく「もしものみくのしん」,ボンバーマンプレイ中のお供に使えるかもしれない1時間くらいのラジオです,2022-02-04,https://omocoro.heteml.net/radio/kamamicu/ks45/ks45.mp3,https://omocoro.jp/radio/329197/
3298971,Kama Miku,【46】作業用かまみく「今月は愛が強め」,試験終わりのスイーツタイムのお供にちょうどいいかもしれない1時間以上のラジオです,2022-02-11,https://omocoro.heteml.net/radio/kamamicu/ks46/ks46.mp3,https://omocoro.jp/radio/329897/
3309241,Kama Miku,【47】作業用かまみく「山下ラジ男はかまどにイラついている」,かまみくの最後の友達、山下ラジ男と一緒に送る1時間のラジオです,2022-02-18,https://omocoro.heteml.net/radio/kamamicu/ks47/ks47.mp3,https://omocoro.jp/radio/330924/
3316811,Kama Miku,【48】作業用かまみく「オモコロイベントで雑魚ちゃんと会ったよ」,安いスーパーまで歩いていく時のお供にちょうどいいかもしれない1時間半のラジオです,2022-02-25,https://omocoro.heteml.net/radio/kamamicu/ks48/ks48.mp3,https://omocoro.jp/radio/331681/
3334351,Kama Miku,【49】作業用かまみく「かまどとみくのしんの信頼関係が崩れる回」,ポケモンのゲームをやるお供にちょうどいいかもしれない2時間のラジオです,2022-03-04,https://omocoro.heteml.net/radio/kamamicu/ks49/ks49.mp3,https://omocoro.jp/radio/333435/
3342861,Kama Miku,【50】作業用かまみく「俺は頭がおかしいんだ」,家族の晩御飯を作るときにちょうどいいかもしれない1時間半以上のラジオです,2022-03-11,https://omocoro.heteml.net/radio/kamamicu/ks50/ks50.mp3,https://omocoro.jp/radio/334286/
3359241,Kama Miku,【51】作業用かまみく「みくのしん先生の学級崩壊」,タイヤ交換の作業中に聴くのにちょうどいいかもしれない1時間半以上のラジオです,2022-03-18,https://omocoro.heteml.net/radio/kamamicu/ks51/ks51.mp3,https://omocoro.jp/radio/335924/
3369731,Kama Miku,【終】作業用かまみく「さよなら。みくのしん先生」,揚げ物料理中に聞くのにちょうどいいかもしれない1時間半以上のラジオです,2022-03-25,https://omocoro.heteml.net/radio/kamamicu/ks52/ks52.mp3,https://omocoro.jp/radio/336973/
3378441,Kama Miku,【01】睡眠用かまみく「おやすみなさい」,寝付けない日のお供に聴けるかもしれない1時間以上のラジオです,2022-04-01,https://omocoro.heteml.net/radio/kamamicu/km01/km01.mp3,https://omocoro.jp/radio/337844/
3391751,Kama Miku,【02】睡眠用かまみく「アナルの出来が違うんだよ」,寝付けない日のお供に聴けるかもしれない1時間以上のラジオです,2022-04-08,https://omocoro.heteml.net/radio/kamamicu/km02/km02.mp3,https://omocoro.jp/radio/339175/
3401211,Kama Miku,【03】睡眠用かまみく「クイズ！うんちしっこ超能力大声」,寝付けない日のお供に聴けるかもしれない50分のラジオです,2022-04-15,https://omocoro.heteml.net/radio/kamamicu/km03/km03.mp3,https://omocoro.jp/radio/340121/
3411531,Kama Miku,【04】睡眠用かまみく「うんこの写真送っただけなのに」,寝付けない日のお供に聴けるかもしれない1時間以上のラジオです,2022-04-22,https://omocoro.heteml.net/radio/kamamicu/km04/km04.mp3,https://omocoro.jp/radio/341153/
3422511,Kama Miku,【05】睡眠用かまみく「みくのしんは数学の才がある」,寝付けない日のお供に聴けるかもしれない1時間以上のラジオです,2022-04-29,https://omocoro.heteml.net/radio/kamamicu/km05/km05.mp3,https://omocoro.jp/radio/342251/
3429241,Kama Miku,【06】睡眠用かまみく「メルトの歌詞じゃないんだから」,寝付けない日のお供に聴けるかもしれない1時間以上のラジオです,2022-05-06,https://omocoro.heteml.net/radio/kamamicu/km06/km06.mp3,https://omocoro.jp/radio/342924/
3441221,Kama Miku,【07】睡眠用かまみく「恥。」,寝付けない日のお供に聴けるかもしれない1時間以上のラジオです,2022-05-13,https://omocoro.heteml.net/radio/kamamicu/km07/km07.mp3,https://omocoro.jp/radio/344122/
3452961,Kama Miku,【08】睡眠用かまみく「宇宙人だからって頭いいと思うなよ」,寝付けない日のお供に聴けるかもしれない1時間以上のラジオです,2022-05-20,https://omocoro.heteml.net/radio/kamamicu/km08/km08.mp3,https://omocoro.jp/radio/345296/
